Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Maize	bz2	GRMZM2G016241	0.273	Aleuron layer is colored, leading to a colored kernel.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.273	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Aleuron layer is colored, leading to a colored kernel.	219
1	Maize	bz2	GRMZM2G016241	0.251	Bronze aleurone.	Aleuron layer is colored, leading to a colored kernel.	219
1	Maize	bz2	GRMZM2G016241	0.251	Aleuron layer is colored, leading to a colored kernel.	Bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.210	Whole plant color can be bronze.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.210	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Whole plant color can be bronze.	219
1	Maize	bz2	GRMZM2G016241	0.184	Aleurone color is bronze.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.184	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Aleurone color is bronze.	219
1	Maize	bz2	GRMZM2G016241	0.180	Aleuron layer is colored, leading to a colored kernel.	Purple spots on bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.180	Purple spots on bronze aleurone.	Aleuron layer is colored, leading to a colored kernel.	219
1	Maize	bz2	GRMZM2G016241	0.136	Bronze or dilute purple aleurone color.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.136	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Bronze or dilute purple aleurone color.	219
1	Maize	bz2	GRMZM2G016241	0.127	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.127	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.083	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.083	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	Aleurone color is bronze.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Aleurone color is bronze.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Whole plant color can be bronze.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Whole plant color can be bronze.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Bronze or dilute purple aleurone color.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Bronze or dilute purple aleurone color.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Aleurone color is bronze.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Whole plant color can be bronze.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Bronze or dilute purple aleurone color.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Aleuron layer is colored, leading to a colored kernel.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthers not fluorescent.	Purple spots on bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Aleurone color is bronze.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Whole plant color can be bronze.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Bronze or dilute purple aleurone color.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Aleuron layer is colored, leading to a colored kernel.	219
1	Maize	bz2	GRMZM2G016241	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Purple spots on bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	Bronze aleurone.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Bronze aleurone.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Bronze aleurone.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
1	Maize	bz2	GRMZM2G016241	0.000	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Aleuron layer is colored, leading to a colored kernel.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Aleuron layer is colored, leading to a colored kernel.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Purple spots on bronze aleurone.	219
1	Maize	bz2	GRMZM2G016241	0.000	Purple spots on bronze aleurone.	Anthers not fluorescent.	219
1	Maize	bz2	GRMZM2G016241	0.000	Purple spots on bronze aleurone.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	219
1	Maize	bz2	GRMZM2G016241	0.000	Purple spots on bronze aleurone.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	219
2	Maize	stk1	GRMZM2G165433	1.000	Bronze aleurone.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.898	Aleurone color is bronze.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.889	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.754	Bronze or dilute purple aleurone color.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.717	Purple spots on bronze aleurone.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.661	Bronze or dilute purple aleurone color.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.637	Whole plant color can be bronze.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.561	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.556	Aleurone color is bronze.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.517	Purple spots on bronze aleurone.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.499	Bronze aleurone.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.487	Whole plant color can be bronze.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.285	Aleuron layer is colored, leading to a colored kernel.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.251	Aleuron layer is colored, leading to a colored kernel.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.102	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.000	Anthers not fluorescent.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.000	Anthers not fluorescent.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Bronze aleurone.	2865
2	Maize	stk1	GRMZM2G165433	0.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Reduced pollen fertility.	2865
2	Maize	stk1	GRMZM2G165433	0.000	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Bronze aleurone.	2865
3	Maize	bz1	GRMZM2G165390	1.000	Aleurone color is bronze.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	1.000	Whole plant color can be bronze.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	1.000	Bronze or dilute purple aleurone color.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	1.000	Anthers not fluorescent.	Anthers ARE fluorescent.	218
3	Maize	bz1	GRMZM2G165390	1.000	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	218
3	Maize	bz1	GRMZM2G165390	1.000	Bronze aleurone.	Bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	1.000	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	1.000	Aleuron layer is colored, leading to a colored kernel.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	1.000	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	218
3	Maize	bz1	GRMZM2G165390	1.000	Purple spots on bronze aleurone.	Purple spots on bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.898	Aleurone color is bronze.	Bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.898	Bronze aleurone.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	0.892	Anthers not fluorescent.	Yellow-fluorescent anthers.	218
3	Maize	bz1	GRMZM2G165390	0.838	Bronze or dilute purple aleurone color.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.838	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	0.793	Aleurone color is bronze.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	0.793	Whole plant color can be bronze.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	0.737	Aleurone color is bronze.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	0.737	Bronze or dilute purple aleurone color.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	0.717	Bronze aleurone.	Purple spots on bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.717	Purple spots on bronze aleurone.	Bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.686	Bronze or dilute purple aleurone color.	Purple spots on bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.686	Purple spots on bronze aleurone.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	0.664	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Purple spots on bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.664	Purple spots on bronze aleurone.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.661	Bronze or dilute purple aleurone color.	Bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.661	Bronze aleurone.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	0.643	Aleurone color is bronze.	Purple spots on bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.643	Purple spots on bronze aleurone.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	0.637	Whole plant color can be bronze.	Bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.637	Bronze aleurone.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	0.592	Aleurone color is bronze.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.592	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	0.584	Whole plant color can be bronze.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	0.584	Bronze or dilute purple aleurone color.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	0.561	Bronze aleurone.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.561	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.513	Aleurone color is bronze.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	0.513	Aleuron layer is colored, leading to a colored kernel.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	0.488	Whole plant color can be bronze.	Seen clearly in tassels of mutant bronze (bz1) plants.	218
3	Maize	bz1	GRMZM2G165390	0.456	Whole plant color can be bronze.	Purple spots on bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.456	Purple spots on bronze aleurone.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	0.436	Anthers not fluorescent.	Shedding tassels viewed under UV light show bright yellow fluorescence in the anthers.	218
3	Maize	bz1	GRMZM2G165390	0.416	Bronze aleurone.	Seen clearly in tassels of mutant bronze (bz1) plants.	218
3	Maize	bz1	GRMZM2G165390	0.398	Whole plant color can be bronze.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.398	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	0.378	Bronze or dilute purple aleurone color.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	0.378	Aleuron layer is colored, leading to a colored kernel.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	0.373	Aleurone color is bronze.	Seen clearly in tassels of mutant bronze (bz1) plants.	218
3	Maize	bz1	GRMZM2G165390	0.335	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	0.335	Aleuron layer is colored, leading to a colored kernel.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.328	Whole plant color can be bronze.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	0.328	Aleuron layer is colored, leading to a colored kernel.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	0.298	Purple spots on bronze aleurone.	Seen clearly in tassels of mutant bronze (bz1) plants.	218
3	Maize	bz1	GRMZM2G165390	0.275	Bronze or dilute purple aleurone color.	Seen clearly in tassels of mutant bronze (bz1) plants.	218
3	Maize	bz1	GRMZM2G165390	0.273	Aleuron layer is colored, leading to a colored kernel.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	218
3	Maize	bz1	GRMZM2G165390	0.273	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	0.251	Bronze aleurone.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	0.251	Aleuron layer is colored, leading to a colored kernel.	Bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.210	Whole plant color can be bronze.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	218
3	Maize	bz1	GRMZM2G165390	0.210	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Whole plant color can be bronze.	218
3	Maize	bz1	GRMZM2G165390	0.194	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Seen clearly in tassels of mutant bronze (bz1) plants.	218
3	Maize	bz1	GRMZM2G165390	0.184	Aleurone color is bronze.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	218
3	Maize	bz1	GRMZM2G165390	0.184	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Aleurone color is bronze.	218
3	Maize	bz1	GRMZM2G165390	0.180	Aleuron layer is colored, leading to a colored kernel.	Purple spots on bronze aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.180	Purple spots on bronze aleurone.	Aleuron layer is colored, leading to a colored kernel.	218
3	Maize	bz1	GRMZM2G165390	0.136	Bronze or dilute purple aleurone color.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	218
3	Maize	bz1	GRMZM2G165390	0.136	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Bronze or dilute purple aleurone color.	218
3	Maize	bz1	GRMZM2G165390	0.127	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	218
3	Maize	bz1	GRMZM2G165390	0.127	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	218
3	Maize	bz1	GRMZM2G165390	0.083	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	218
3	Maize	bz1	GRMZM2G165390	0.083	Anthocyanin color with A1 A2 C1 C2 R1 -PLUS- Pr1 Bz1 and Bz2.	Bronze or dilute purple aleurone color, green or brown plant, red pericarp with P. Purple aleurone.	218
3	Maize	bz1	GRMZM2G165390	0.028	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	Seen clearly in tassels of mutant bronze (bz1) plants.	218
3	Maize	bz1	GRMZM2G165390	0.000	Aleurone color is bronze.	Shedding tassels viewed under UV light show bright yellow fluorescence in the anthers.	218
3	Maize	bz1	GRMZM2G165390	0.000	Aleurone color is bronze.	Anthers ARE fluorescent.	218
3	Maize	bz1	GRMZM2G165390	0.000	Aleurone color is bronze.	With appropriate complementary factors, mutant is expressed in all tissues competent to form anthocyanins.	218
