Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Maize	c1	GRMZM2G005066	1.000	Aleuron layer is colored.	Aleuron layer is colored.	165
1	Maize	c1	GRMZM2G005066	1.000	Aleurone layer mottled.	Aleurone layer mottled.	165
1	Maize	c1	GRMZM2G005066	1.000	Aleuron layer is colored, leading to a colored kernel.	Aleuron layer is colored, leading to a colored kernel.	165
1	Maize	c1	GRMZM2G005066	1.000	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	Irregular distribution of color among aleurone cells with appropriate anthocyanin genes.	165
1	Maize	c1	GRMZM2G005066	1.000	Typically, R mottling.	Typically, R mottling.	165
1	Maize	c1	GRMZM2G005066	1.000	Chromosome breaking, 9S.	Chromosome breaking, 9S.	165
1	Maize	c1	GRMZM2G005066	1.000	Chromosome arm 9s can break which can reveal recessive alleles in clonal patches.	Chromosome arm 9s can break which can reveal recessive alleles in clonal patches.	165
1	Maize	c1	GRMZM2G005066	1.000	Usually caused by a transposable element.	Usually caused by a transposable element.	165
1	Maize	c1	GRMZM2G005066	1.000	Colored aleurone.	Colored aleurone.	165
1	Maize	c1	GRMZM2G005066	1.000	Anthocyanin color with A1 A2 C1 C2 R1.	Anthocyanin color with A1 A2 C1 C2 R1.	165
1	Maize	c1	GRMZM2G005066	1.000	Would be purple if with Pr1, Bz1 and Bz2.	Would be purple if with Pr1, Bz1 and Bz2.	165
1	Maize	c1	GRMZM2G005066	1.000	Colorless aleurone.	Colorless aleurone.	165
1	Maize	c1	GRMZM2G005066	1.000	No color in the aleurone, specifically no color due to anthocyanins.	No color in the aleurone, specifically no color due to anthocyanins.	165
1	Maize	c1	GRMZM2G005066	1.000	Colorless aleurone with pigmented sectors.	Colorless aleurone with pigmented sectors.	165
1	Maize	c1	GRMZM2G005066	1.000	However, anthocyanin pigmented sectors are present.	However, anthocyanin pigmented sectors are present.	165
1	Maize	c1	GRMZM2G005066	1.000	Dilute aleurone color.	Dilute aleurone color.	165
1	Maize	c1	GRMZM2G005066	1.000	Dilute aleurone color.	Aleurone color diluted.	165
1	Maize	c1	GRMZM2G005066	1.000	Aleurone color diluted.	Dilute aleurone color.	165
1	Maize	c1	GRMZM2G005066	1.000	Aleurone color diluted.	Aleurone color diluted.	165
1	Maize	c1	GRMZM2G005066	1.000	Light inducible colored aleurone.	Light inducible colored aleurone.	165
1	Maize	c1	GRMZM2G005066	1.000	Mottled kernel.	Mottled kernel.	165
1	Maize	c1	GRMZM2G005066	0.812	Aleuron layer is colored.	Aleuron layer is colored, leading to a colored kernel.	165
1	Maize	c1	GRMZM2G005066	0.812	Aleuron layer is colored, leading to a colored kernel.	Aleuron layer is colored.	165
1	Maize	c1	GRMZM2G005066	0.808	Aleuron layer is colored.	Colored aleurone.	165
1	Maize	c1	GRMZM2G005066	0.808	Colored aleurone.	Aleuron layer is colored.	165
1	Maize	c1	GRMZM2G005066	0.771	Colored aleurone.	No color in the aleurone, specifically no color due to anthocyanins.	165
1	Maize	c1	GRMZM2G005066	0.771	No color in the aleurone, specifically no color due to anthocyanins.	Colored aleurone.	165
1	Maize	c1	GRMZM2G005066	0.756	Colored aleurone.	Light inducible colored aleurone.	165
1	Maize	c1	GRMZM2G005066	0.756	Light inducible colored aleurone.	Colored aleurone.	165
1	Maize	c1	GRMZM2G005066	0.746	Anthocyanin color with A1 A2 C1 C2 R1.	No color in the aleurone, specifically no color due to anthocyanins.	165
1	Maize	c1	GRMZM2G005066	0.746	No color in the aleurone, specifically no color due to anthocyanins.	Anthocyanin color with A1 A2 C1 C2 R1.	165
1	Maize	c1	GRMZM2G005066	0.742	Colorless aleurone.	Colorless aleurone with pigmented sectors.	165
1	Maize	c1	GRMZM2G005066	0.742	Colorless aleurone with pigmented sectors.	Colorless aleurone.	165
1	Maize	c1	GRMZM2G005066	0.727	Aleuron layer is colored, leading to a colored kernel.	Colored aleurone.	165
1	Maize	c1	GRMZM2G005066	0.727	Colored aleurone.	Aleuron layer is colored, leading to a colored kernel.	165
1	Maize	c1	GRMZM2G005066	0.713	Colored aleurone.	Dilute aleurone color.	165
1	Maize	c1	GRMZM2G005066	0.713	Colored aleurone.	Aleurone color diluted.	165
1	Maize	c1	GRMZM2G005066	0.713	Dilute aleurone color.	Colored aleurone.	165
1	Maize	c1	GRMZM2G005066	0.713	Aleurone color diluted.	Colored aleurone.	165
1	Maize	c1	GRMZM2G005066	0.687	Typically, R mottling.	Mottled kernel.	165
1	Maize	c1	GRMZM2G005066	0.687	Mottled kernel.	Typically, R mottling.	165
1	Maize	c1	GRMZM2G005066	0.630	Aleuron layer is colored, leading to a colored kernel.	No color in the aleurone, specifically no color due to anthocyanins.	165
1	Maize	c1	GRMZM2G005066	0.630	No color in the aleurone, specifically no color due to anthocyanins.	Aleuron layer is colored, leading to a colored kernel.	165
1	Maize	c1	GRMZM2G005066	0.624	Aleuron layer is colored.	No color in the aleurone, specifically no color due to anthocyanins.	165
1	Maize	c1	GRMZM2G005066	0.624	No color in the aleurone, specifically no color due to anthocyanins.	Aleuron layer is colored.	165
1	Maize	c1	GRMZM2G005066	0.617	Aleuron layer is colored.	Aleurone layer mottled.	165
1	Maize	c1	GRMZM2G005066	0.617	Aleurone layer mottled.	Aleuron layer is colored.	165
