Rank	Species	Gene	Gene Model	Score	Query	Matches	Internal ID
1	Arabidopsis	TT12	At3g59030	1.000	Yellow seed coat.	Yellow seed coat.	2614
1	Arabidopsis	TT12	At3g59030	1.000	Pale brown seeds.	Pale brown seeds.	2614
1	Arabidopsis	TT12	At3g59030	1.000	Average height = 38 cm.	Average height = 38 cm.	2614
1	Arabidopsis	TT12	At3g59030	1.000	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	2614
1	Arabidopsis	TT12	At3g59030	0.193	Yellow seed coat.	Pale brown seeds.	2614
1	Arabidopsis	TT12	At3g59030	0.193	Pale brown seeds.	Yellow seed coat.	2614
1	Arabidopsis	TT12	At3g59030	0.163	Pale brown seeds.	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	2614
1	Arabidopsis	TT12	At3g59030	0.163	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Pale brown seeds.	2614
1	Arabidopsis	TT12	At3g59030	0.153	Yellow seed coat.	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	2614
1	Arabidopsis	TT12	At3g59030	0.153	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seed coat.	2614
1	Arabidopsis	TT12	At3g59030	0.000	Yellow seed coat.	Average height = 38 cm.	2614
1	Arabidopsis	TT12	At3g59030	0.000	Pale brown seeds.	Average height = 38 cm.	2614
1	Arabidopsis	TT12	At3g59030	0.000	Average height = 38 cm.	Yellow seed coat.	2614
1	Arabidopsis	TT12	At3g59030	0.000	Average height = 38 cm.	Pale brown seeds.	2614
1	Arabidopsis	TT12	At3g59030	0.000	Average height = 38 cm.	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	2614
1	Arabidopsis	TT12	At3g59030	0.000	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Average height = 38 cm.	2614
2	Arabidopsis	AHA10	AT1G17260	1.000	Pale brown seeds.	Pale brown seeds.	4110
2	Arabidopsis	AHA10	AT1G17260	0.193	Yellow seed coat.	Pale brown seeds.	4110
2	Arabidopsis	AHA10	AT1G17260	0.163	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Pale brown seeds.	4110
2	Arabidopsis	AHA10	AT1G17260	0.000	Average height = 38 cm.	Pale brown seeds.	4110
3	Arabidopsis	TT8	At4g09820	1.000	Yellow seed coat.	Yellow seed coat.	2615
3	Arabidopsis	TT8	At4g09820	0.627	Yellow seed coat.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2615
3	Arabidopsis	TT8	At4g09820	0.472	Pale brown seeds.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2615
3	Arabidopsis	TT8	At4g09820	0.193	Pale brown seeds.	Yellow seed coat.	2615
3	Arabidopsis	TT8	At4g09820	0.163	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds due to absence of brown pigment in seed coat (testa).	2615
3	Arabidopsis	TT8	At4g09820	0.153	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seed coat.	2615
3	Arabidopsis	TT8	At4g09820	0.084	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2615
3	Arabidopsis	TT8	At4g09820	0.000	Yellow seed coat.	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2615
3	Arabidopsis	TT8	At4g09820	0.000	Pale brown seeds.	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2615
3	Arabidopsis	TT8	At4g09820	0.000	Average height = 38 cm.	Yellow seed coat.	2615
3	Arabidopsis	TT8	At4g09820	0.000	Average height = 38 cm.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2615
3	Arabidopsis	TT8	At4g09820	0.000	Average height = 38 cm.	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2615
4	Arabidopsis	TT2	At5g35550	1.000	Yellow seed coat.	Yellow seed coat.	2618
4	Arabidopsis	TT2	At5g35550	0.642	Yellow seed coat.	Yellow seeds.	2618
4	Arabidopsis	TT2	At5g35550	0.627	Yellow seed coat.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2618
4	Arabidopsis	TT2	At5g35550	0.472	Pale brown seeds.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2618
4	Arabidopsis	TT2	At5g35550	0.300	Pale brown seeds.	Yellow seeds.	2618
4	Arabidopsis	TT2	At5g35550	0.238	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds.	2618
4	Arabidopsis	TT2	At5g35550	0.193	Pale brown seeds.	Yellow seed coat.	2618
4	Arabidopsis	TT2	At5g35550	0.163	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds due to absence of brown pigment in seed coat (testa).	2618
4	Arabidopsis	TT2	At5g35550	0.153	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seed coat.	2618
4	Arabidopsis	TT2	At5g35550	0.104	Pale brown seeds.	Leaky allele revealed by spotted seeds in DMACA stain.	2618
4	Arabidopsis	TT2	At5g35550	0.098	Yellow seed coat.	Leaky allele revealed by spotted seeds in DMACA stain.	2618
4	Arabidopsis	TT2	At5g35550	0.084	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2618
4	Arabidopsis	TT2	At5g35550	0.083	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Leaky allele revealed by spotted seeds in DMACA stain.	2618
4	Arabidopsis	TT2	At5g35550	0.000	Yellow seed coat.	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2618
4	Arabidopsis	TT2	At5g35550	0.000	Pale brown seeds.	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2618
4	Arabidopsis	TT2	At5g35550	0.000	Average height = 38 cm.	Yellow seed coat.	2618
4	Arabidopsis	TT2	At5g35550	0.000	Average height = 38 cm.	Yellow seeds.	2618
4	Arabidopsis	TT2	At5g35550	0.000	Average height = 38 cm.	Leaky allele revealed by spotted seeds in DMACA stain.	2618
4	Arabidopsis	TT2	At5g35550	0.000	Average height = 38 cm.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2618
4	Arabidopsis	TT2	At5g35550	0.000	Average height = 38 cm.	Approximately wild-type anthocyanin levels observed in leaves, stems and other tissues.	2618
5	Arabidopsis	TT6	At3g51240	1.000	Yellow seed coat.	Yellow seed coat.	2612
5	Arabidopsis	TT6	At3g51240	1.000	Pale brown seeds.	Pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.743	Pale brown seeds.	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.688	Pale brown seeds.	Disruption of the synthesis of brown pigment in seed coat (testa), pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.642	Yellow seed coat.	Yellow seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.432	Yellow seed coat.	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.413	Yellow seed coat.	Disruption of the synthesis of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.400	Yellow seed coat.	Disruption of the synthesis of brown pigment in seed coat (testa), pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.373	Pale brown seeds.	Disruption of the synthesis of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.300	Pale brown seeds.	Yellow seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.238	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.193	Yellow seed coat.	Pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.193	Pale brown seeds.	Yellow seed coat.	2612
5	Arabidopsis	TT6	At3g51240	0.163	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.163	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.153	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seed coat.	2612
5	Arabidopsis	TT6	At3g51240	0.129	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Disruption of the synthesis of brown pigment in seed coat (testa), pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.082	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Disruption of the synthesis of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.043	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Reduced levels of anthocyanins in leaves, stems and other tissues.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Yellow seed coat.	Reduced levels of anthocyanins in leaves, stems and other tissues.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Yellow seed coat.	Double mutant.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Yellow seed coat.	Altered phenylpropanoid metabolism.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Yellow seed coat.	Probably deficient in flavonol synthase activity.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Pale brown seeds.	Reduced levels of anthocyanins in leaves, stems and other tissues.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Pale brown seeds.	Double mutant.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Pale brown seeds.	Altered phenylpropanoid metabolism.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Pale brown seeds.	Probably deficient in flavonol synthase activity.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Yellow seed coat.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Pale brown seeds due to reduced levels of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Reduced levels of anthocyanins in leaves, stems and other tissues.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Double mutant.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Disruption of the synthesis of brown pigment in seed coat (testa).	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Yellow seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Altered phenylpropanoid metabolism.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Disruption of the synthesis of brown pigment in seed coat (testa), pale brown seeds.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Average height = 38 cm.	Probably deficient in flavonol synthase activity.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Double mutant.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Altered phenylpropanoid metabolism.	2612
5	Arabidopsis	TT6	At3g51240	0.000	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Probably deficient in flavonol synthase activity.	2612
6	Arabidopsis	TT4	At5g13930	1.000	Yellow seed coat.	Yellow seed coat.	2617
6	Arabidopsis	TT4	At5g13930	0.642	Yellow seed coat.	Yellow seeds.	2617
6	Arabidopsis	TT4	At5g13930	0.638	Yellow seed coat.	Colorless seed coat.	2617
6	Arabidopsis	TT4	At5g13930	0.627	Yellow seed coat.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2617
6	Arabidopsis	TT4	At5g13930	0.574	Yellow seed coat.	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	2617
6	Arabidopsis	TT4	At5g13930	0.555	Yellow seed coat.	Yellow seeds (lacks brown pigment in seed coat), lacks anthocyanin in leaves and stems.	2617
6	Arabidopsis	TT4	At5g13930	0.472	Pale brown seeds.	Yellow seeds due to absence of brown pigment in seed coat (testa).	2617
6	Arabidopsis	TT4	At5g13930	0.436	Yellow seed coat.	Yellow seeds (lacks brown pigment in seed coat), lacks anthocyanin in leaves and stems, lacks flavonols.	2617
6	Arabidopsis	TT4	At5g13930	0.431	Pale brown seeds.	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	2617
6	Arabidopsis	TT4	At5g13930	0.417	Pale brown seeds.	Yellow seeds (lacks brown pigment in seed coat), lacks anthocyanin in leaves and stems.	2617
6	Arabidopsis	TT4	At5g13930	0.413	Yellow seed coat.	Disruption of the synthesis of brown pigment in seed coat (testa).	2617
6	Arabidopsis	TT4	At5g13930	0.373	Pale brown seeds.	Disruption of the synthesis of brown pigment in seed coat (testa).	2617
6	Arabidopsis	TT4	At5g13930	0.328	Pale brown seeds.	Yellow seeds (lacks brown pigment in seed coat), lacks anthocyanin in leaves and stems, lacks flavonols.	2617
6	Arabidopsis	TT4	At5g13930	0.300	Pale brown seeds.	Yellow seeds.	2617
6	Arabidopsis	TT4	At5g13930	0.263	Pale brown seeds.	Pale yellow seeds, no flavonoid in tapetum cells.	2617
6	Arabidopsis	TT4	At5g13930	0.248	Yellow seed coat.	Pale yellow seeds, no flavonoid in tapetum cells.	2617
6	Arabidopsis	TT4	At5g13930	0.238	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds.	2617
6	Arabidopsis	TT4	At5g13930	0.193	Pale brown seeds.	Yellow seed coat.	2617
6	Arabidopsis	TT4	At5g13930	0.163	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds due to absence of brown pigment in seed coat (testa).	2617
6	Arabidopsis	TT4	At5g13930	0.160	Pale brown seeds.	Colorless seed coat.	2617
6	Arabidopsis	TT4	At5g13930	0.154	Yellow seed coat.	Pollen has a characteristic lemon-yellow color.	2617
6	Arabidopsis	TT4	At5g13930	0.153	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seed coat.	2617
6	Arabidopsis	TT4	At5g13930	0.149	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Disruption of the synthesis of brown pigment in seed coat (testa), yellow seeds.	2617
6	Arabidopsis	TT4	At5g13930	0.144	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds (lacks brown pigment in seed coat), lacks anthocyanin in leaves and stems.	2617
6	Arabidopsis	TT4	At5g13930	0.127	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Colorless seed coat.	2617
6	Arabidopsis	TT4	At5g13930	0.113	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Yellow seeds (lacks brown pigment in seed coat), lacks anthocyanin in leaves and stems, lacks flavonols.	2617
6	Arabidopsis	TT4	At5g13930	0.092	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Pale yellow seeds, no flavonoid in tapetum cells.	2617
6	Arabidopsis	TT4	At5g13930	0.082	Reduced seed dormancy compared to wild type, fresh harvested seeds germinate at high frequency (85% germination with GA).	Disruption of the synthesis of brown pigment in seed coat (testa).	2617
6	Arabidopsis	TT4	At5g13930	0.000	Yellow seed coat.	Anthocyanins absent in leaves, stems and all tissues, this is conspicuous in older plants when chlorophyll starts breaking down, and mutant plants are yellowish.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Yellow seed coat.	Deficient in chalcone synthase activity and lacks flavonoids.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Yellow seed coat.	Double mutant.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Yellow seed coat.	Altered phenylpropanoid metabolism.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Pale brown seeds.	Pollen has a characteristic lemon-yellow color.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Pale brown seeds.	Anthocyanins absent in leaves, stems and all tissues, this is conspicuous in older plants when chlorophyll starts breaking down, and mutant plants are yellowish.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Pale brown seeds.	Deficient in chalcone synthase activity and lacks flavonoids.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Pale brown seeds.	Double mutant.	2617
6	Arabidopsis	TT4	At5g13930	0.000	Pale brown seeds.	Altered phenylpropanoid metabolism.	2617
