from,to,bin,mean,sd
ath,ath,10,2.9,1.7
ath,ath,20,0.8,1.0770329614269007
ath,ath,30,0.3,0.6403124237432849
ath,ath,40,0.0,0.0
ath,ath,50,0.3,0.45825756949558394
ath,ath,100,4.7,2.685144316419511
