from,to,bin,mean,sd
ath,ath,10,1.3636363636363635,2.10076727423479
ath,ath,20,0.5454545454545454,0.6555547773570889
ath,ath,30,0.18181818181818182,0.5749595745760689
ath,ath,40,0.0,0.0
ath,ath,50,0.0,0.0
ath,ath,100,6.909090909090909,2.644189013136179
